id	village	rus_village	village_altnames	lat	lon	coord_source	settlement_type	lang	aff	family	republic	region	elevation	kutans	source	page	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltl_village_dialect	gltc_village_dialect	gltl_dialect	gltc_dialect	gltc_lang	lang_col	aff_col	dialect_comment	villagelang_comment	manual	version
720	Day	Дай	NA	42.771944	45.854722	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	919.003845214844	FALSE	korjakov2006	map 8	Cheberloy	Чеберлоевский	Day	Дайский	NA	NA	NA	NA	Day	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
721	Bosoy	Босой	NA	42.776391	45.902043	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1625.03149414063	FALSE	arsakhanov1969	37	Cheberloy	Чеберлоевский	NA	NA	NA	NA	NA	NA	Bosoy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
722	Ushkaloy	Ушкалой	NA	42.777778	45.611389	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	715.506408691406	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ushkaloy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
723	Celtakumoy	Целтакумой	NA	42.780514	45.459004	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1603.18908691406	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Celtakumoy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
724	Chubakh-keneroy	Чубах-кенерой	NA	42.781034	45.915814	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1587.94348144531	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chubakh-keneroy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
725	Geshi	Геши	NA	42.783688	45.317959	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1476.47985839844	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geshi	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
726	Mockaroy	Моцкарой	NA	42.78464	45.38695	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1512.51428222656	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mockaroy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
727	Achaloy	Ачалой	NA	42.784786	45.971356	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1607.91186523437	FALSE	arsakhanov1969	37	Cheberloy	Чеберлоевский	NA	NA	NA	NA	NA	NA	Achaloy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
728	Pyetyeaul	Пыетыеаул	NA	42.7862	46.006488	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1653.66979980469	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pyetyeaul	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
729	Tushikaul	Тушикаул	NA	42.789305	46.018159	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1833.78063964844	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tushikaul	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
730	Gemoroy	Геморой	NA	42.791802	45.30704	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1512.59387207031	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gemoroy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
731	Meshteroy	Мештерой	NA	42.791802	45.30704	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1512.59387207031	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Meshteroy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
732	Gukhoy	Гухой	NA	42.791944	45.55	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1187.1162109375	FALSE	korjakov2006	map 8	Itum-Kali	Итум-калинский	Chinkhoy	Чинхойский	NA	NA	NA	NA	Gukhoy	NA	NA	Itumkala	itum1244	chec1245	#996600	#996633	NA	NA	no	2022-06-02
733	Chokhoy	Чохой	NA	42.79528	45.47041	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	2064.576171875	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chokhoy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
734	Mamonaul	Мамонаул	NA	42.795508	46.018485	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1808.09130859375	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mamonaul	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
735	Sanoy	Саной	NA	42.796389	45.791111	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1098.59423828125	FALSE	korjakov2006	map 8	Cheberloy	Чеберлоевский	Day	Дайский	NA	NA	NA	NA	Sanoy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
736	Guchum-kali	Гучум-кали	NA	42.796944	45.63	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	915.888977050781	FALSE	arsakhanov1969	37	Itum-Kali	Итум-калинский	NA	NA	NA	NA	NA	NA	Guchum-kali	NA	NA	Itumkala	itum1244	chec1245	#996600	#996633	NA	NA	no	2022-06-02
737	Bekeyaul	Бекейаул	NA	42.798395	45.975564	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1644.8818359375	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bekeyaul	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
738	Nizhniy kiy	Нижний кий	NA	42.8	45.266667	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1739.94128417969	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nizhniy kiy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
739	Otta	Отта	NA	42.80278	45.38437	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1923.43151855469	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Otta	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
740	Chureymokhk	Чуреймохк	NA	42.805749	45.950235	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1628.08056640625	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chureymokhk	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
741	Bashin-kali	Башин-кали	NA	42.805843	45.619154	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	764.429504394531	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bashin-kali	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
742	Arapoaul	Арапоаул	NA	42.807979	45.971635	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1927.88659667969	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arapoaul	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
743	Verkhniy Kiy	Верхний кий	NA	42.808056	45.2475	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1716.03442382813	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Verkhniy Kiy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
744	Verkhniy-bara	Верхний-бара	NA	42.809444	45.42	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1758.17602539062	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Verkhniy-bara	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
745	Tarsenaul	Тарсенаул	NA	42.810232	46.031935	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1926.91491699219	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tarsenaul	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
746	Kurakhi	Курахи	NA	42.811878	45.300976	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1949.73461914063	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kurakhi	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
747	Sharo-argun	Шаро-аргун	NA	42.812222	45.818056	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	821.741333007813	FALSE	korjakov2006	map 8	Cheberloy	Чеберлоевский	Day	Дайский	NA	NA	NA	NA	Sharo-argun	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
748	Nezheloy	Нежелой	NA	42.813029	45.905298	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1209.87060546875	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nezheloy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
749	Bushni	Бушни	NA	42.81474	45.3854	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	2004.38928222656	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bushni	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
750	Mulkoy	Мулкой	NA	42.815278	45.534167	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1182.85791015625	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mulkoy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
751	Baginaul	Багинаул	NA	42.816586	45.926653	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1641.23205566406	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Baginaul	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
752	Bakinaul	Бакинаул	NA	42.818714	45.930168	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1704.56774902344	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bakinaul	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
753	Pariaul	Париаул	NA	42.821457	46.024116	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	2114.83251953125	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pariaul	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
754	Nikaroy	Никарой	NA	42.822218	45.366323	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1781.7763671875	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский	NA	NA	NA	NA	NA	NA	Nikaroy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
755	Keymekhki	Кеймехки	NA	42.8225	45.224167	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1817.2021484375	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keymekhki	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
756	Bogacheroy	Богачерой	NA	42.824533	45.86431	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1007.61834716797	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bogacheroy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
757	Erdychi	Ердычи	NA	42.830556	45.190278	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	2017.80017089844	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Erdychi	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
758	Tumsoy	Тумсой	NA	42.833333	45.63	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	894.984680175781	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tumsoy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
759	Gaziaul	Газиаул	NA	42.833774	45.936593	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1696.48547363281	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gaziaul	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
760	Musolt-aul	Мусолт-аул	NA	42.833849	45.772461	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1052.33972167969	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Musolt-aul	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
761	Dzhubikaul	Джубикаул	NA	42.834107	45.924044	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1593.92578125	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dzhubikaul	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
762	Dekh-yiste	Дех-йисте	NA	42.835555	45.731973	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	762.419982910156	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dekh-yiste	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
763	Ochaki	Очаки	NA	42.838889	45.322222	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1805.68713378906	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ochaki	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
764	Khal-kiloy	Хал-килой	NA	42.838889	45.818056	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1156.52941894531	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Khal-kiloy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
765	Kozhvinchu	Кожвинчу	NA	42.840278	45.223611	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1850.63391113281	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kozhvinchu	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
766	Nikhaloy	Нихалой	NA	42.840278	45.662778	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	612.3564453125	FALSE	arsakhanov1969	37	Itum-Kali	Итум-калинский	NA	NA	NA	NA	NA	NA	Nikhaloy	NA	NA	Itumkala	itum1244	chec1245	#996600	#996633	NA	NA	no	2022-06-02
767	Satti	Сатти	NA	42.840278	45.706111	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	706.867248535156	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Satti	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
768	Khakhalgi	Хахалги	NA	42.840278	45.155556	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	2675.3681640625	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Khakhalgi	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
769	Aslanbek-sheripovo	Асланбек-шерипово	NA	42.841637	45.754997	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	973.320739746094	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aslanbek-sheripovo	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
770	Muskali	Мускали	NA	42.841914	45.736043	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	804.226745605469	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Muskali	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
771	Urdyukhoy	Урдюхой	NA	42.842357	45.702284	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	688.662536621094	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Urdyukhoy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
772	Borzoy	Борзой	NA	42.8425	45.628056	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	908.894287109375	FALSE	korjakov2006	map 8	Itum-Kali	Итум-калинский	Chinkhoy	Чинхойский	NA	NA	NA	NA	Borzoy	NA	NA	Itumkala	itum1244	chec1245	#996600	#996633	NA	NA	no	2022-06-02
774	Vyardy	Вярды	NA	42.845041	45.690766	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	719.931640625	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Vyardy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
775	Zengali	Зенгали	NA	42.845833	45.272222	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1678.7216796875	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский	NA	NA	NA	NA	NA	NA	Zengali	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
776	Khay-khecaguni	Хай-хецагуни	NA	42.847034	45.900792	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1687.19665527344	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Khay-khecaguni	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
777	Bicy	Бицы	NA	42.847648	45.277371	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1708.88830566406	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bicy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
778	Kerety	Кереты	NA	42.84784	45.28642	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1640.14489746094	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kerety	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
779	Ryadukhoy	Рядухой	NA	42.850278	45.649444	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	764.965026855469	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ryadukhoy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
780	Yukerch-keloy	Юкерч-келой	NA	42.851387	45.734965	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	844.337951660156	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yukerch-keloy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
781	Leshkoroy	Лешкорой	NA	42.8525	45.876389	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1565.99462890625	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Leshkoroy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
782	Peshkhoy	Пешхой	NA	42.853158	45.480087	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1464.33471679688	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Peshkhoy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
783	Gorgachi	Горгачи	NA	42.855068	45.666837	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	649.685180664063	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gorgachi	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
784	Gush-kert	Гуш-керт	NA	42.85526	45.685567	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	641.7890625	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gush-kert	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
785	Pamyatoy	Памятой	NA	42.856111	45.693889	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	622.633728027344	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pamyatoy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
786	Akka (Chechnya)	Акка (Чечня)	NA	42.856944	45.240278	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1772.53979492188	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Akka (Chechnya)	NA	NA	NA	NA	chec1245	#996600	#996633	NA	Added republic for disambiguation.	yes	2022-06-02
787	Chuush	Чууш	NA	42.85702	45.3187	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1616.08044433594	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chuush	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
788	Vovga	Вовга	NA	42.857222	45.238333	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1781.7490234375	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Vovga	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
789	Bekum-kale	Бекум-кале	NA	42.857429	45.714459	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	720.688903808594	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bekum-kale	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
790	Machi	Мачи	NA	42.86143	45.30445	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1508.4189453125	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Machi	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
791	Chikondi-pade	Чиконди-паде	NA	42.86193	45.26158	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1900.90209960938	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chikondi-pade	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
792	Khiloy	Хилой	NA	42.862804	45.41693	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1646.66955566406	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский	NA	NA	NA	NA	NA	NA	Khiloy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
793	Ami	Ами	NA	42.869444	45.305556	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1548.30139160156	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ami	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
794	Vysokogornoe	Высокогорное	NA	42.871377	45.617187	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1042.74279785156	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Vysokogornoe	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
795	Shatoy	Шатой	NA	42.871667	45.699167	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	694.885864257813	FALSE	korjakov2006	27	Itum-Kali	Итум-калинский	Shatoy	Шатойский	NA	NA	NA	NA	Shatoy	NA	NA	Itumkala	itum1244	chec1245	#996600	#996633	NA	NA	no	2022-06-02
796	Kirbit	Кирбит	NA	42.87523	45.31163	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1592.02026367188	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kirbit	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
797	Irzitkale	Ирзиткале	NA	42.8764	45.25482	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1703.84411621094	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Irzitkale	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
798	Khaybakh	Хайбах	NA	42.877222	45.357778	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1463.50695800781	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский	NA	NA	NA	NA	NA	NA	Khaybakh	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
799	Khakkoy	Хаккой	NA	42.881667	45.674722	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	693.682861328125	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Khakkoy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
800	Ityrkale	Итыркале	NA	42.88168	45.25964	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1613.41357421875	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ityrkale	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
801	Kirbichu	Кирбичу	NA	42.88328	45.32175	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1547.75939941406	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kirbichu	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
802	Galanchozh	Галанчож	NA	42.883333	45.3	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1428.81311035156	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский	NA	NA	NA	NA	NA	NA	Galanchozh	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
803	Mocaroy	Моцарой	NA	42.889705	45.370211	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1260.76879882813	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский	NA	NA	NA	NA	NA	NA	Mocaroy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
804	Syuzhi	Сюжи	NA	42.890278	45.639722	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	756.253784179688	FALSE	korjakov2006	map 8	Itum-Kali	Итум-калинский	Shatoy	Шатойский	NA	NA	NA	NA	Syuzhi	NA	NA	Itumkala	itum1244	chec1245	#996600	#996633	NA	NA	no	2022-06-02
805	Charmakhoy	Чармахой	NA	42.891111	45.390833	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1935.42016601563	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Charmakhoy	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
806	Keychu	Кейчу	NA	42.898333	45.443333	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1611.61926269531	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keychu	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
807	Amki	Амки	NA	42.898611	45.2875	Legacy data	NA	Chechen	Nakh	East Caucasian	Chechnya	NA	1602.86950683594	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amki	NA	NA	NA	NA	chec1245	#996600	#996633	NA	NA	no	2022-06-02
